HouseholdID,PROVINCE,DISTRICT,TOWNSHIP_COMPOUND_VILLAGE,LOCALITY,EANUM,LOF,ENUMID,SUPID,DOV,FDD,FMM,FYYYY,SDD,SMM,SYYYY,TDD,TMM,TYYYY,SECTION_NOTES,A22A,A22,A23,A24,A25,A25X,A26,A27,A28,A29,A30,A31,A32,A33,A35,A36A,A36,A37,A38,A38X,A39,A39X,A40,A41,A42,A43,A44,A45,A46,A47X,A48,A49,A50,A51,A52X,A53A,A53,A54,A55,A56,A57,A58,A59,A60,A61,A61X,A62,A63,A63X,A64,A65,A66,A67,A67X,A68,A69,A70,A71,A72A,A72,A73,A74,A75,A76,A76A,A77,A78X,A79,B1,B2,B3,B4,B5,B5X,B6,B7,B8,B9,B10,B10X,B11,B11X,B12,B12X,B13X,B14,B14X,B15,B16,B17,B17X,B18,B19X,B20X,B21,B22,B23,B24X,C1,C2,C3,C4,C4X,C5,C6,C7A,C7,C8,C9,C10,C11,C12,C12X,C13,C13X,C14,C15,C16,C17,C18,C19,C19X,C20,C20X,C21,C22,C23,C24,C25,C26,C27,C27B,C28A,C28B,C29A,C29B,C30A,C30B,C31A,C31B,C32A,C32C,C32B,C32D,C33,C33X,C34,C34X,C35,C35X,C36,C37,C38,C39X,C40,C41,C42,C42X,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C52X,C53,C54,C55,C56,C57,C57X,C58,C58X,C59,C60,C60X,C61,C62,C63,C64,C65,C66,C67,C67B,C68A,C68B,C69A,C69B,C70A,C70B,C71A,C71B,C72A,C72B,C72C,C72D,C73,C73X,C74,C74X,C75,C75X,C76,C77,C78,C79,C79X,C80,C81,C82,C82X,C83,C84,C85,C86,C87,C88,C89,C90,C90X,C91,C92,C93,C93X,C94,C95,C95X,C96,C97,C98,C99,C99X,C100,C101,C102,C103,C104,C105,C106A,C106B,C107A,C107B,C108A,C108B,C109,C110X,C111,C112,C113,C113X,C114,C115,C116,C116X,C117,C118,C119,C124,C125,C126,C126X,C127,C128,C129,C130,C131,C132X,C133,C134,C134X,C136,C137,C138,C166A,C166,C167,C168A,C168B,C169A,C169B,C170A,C170B,C171,C172,C172X,C173,C174X,C175,C176,C177,C178,C178X,C179,C180X,C181,C182,C183,C184,C185,C186,C187,C188,D1,D1A,DPRICE,D2,D3,D4,D5,D6,D7,D8,D8X,D9,D10,E1,E2,CAPACITY,EPRICE,E3,E4,E5,E6,E7,E7X,F1,F15,F15X,GA,G10,H1,I1,I37,I38,I39A,I39B,I40,I41,I42,J1,J2,J3,J3X,J4,J5,J6,J6X,K1A,KPRICE,K1,K2,K3,K4,K5,K5X,K6,K7,K7X,K8,K9,K9X,Q1,Q2,Q3,Q4,Q5,Q6,U1,U1X,U2,U2X,U3,U3X,U4X,U5,U5X,U6,U7,U8,FDE,FMN,FYYYZ,SDE,SMN,SYYYZ,DESPOSTION_CODF,TDE,TMN,TYYYZ,DESPOSTION_CODG,CASE_STATUS,A34_1,A34_2,A47_1,A47_2,A47_3,A52_1,A52_2,A52_3,A78_1,A78_2,B13_1,B13_2,B19,C39_1,C39_2,B20_1,B20_2,B20_3,B20_4,B20_5,B24_1,B24_2,B24_3,B24_4,B24_5,B24_6,B24_7,C110_1,C110_2,C132_1,C132_2,C135_1,C135_2,C174_1,C174_2,C174_3,C180_1,C180_2,C180_3,C180_4,C180_5,U4_1,U4_2,U4_3,U4_4,U4_5
5308014,Lusaka,5,MTENDERE,Urban,3080,Nyanja,516,513,1,19,10,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,1,Yes,,1,A house occupied by multiple households, ,1,No,Rented,1,Stone and mud, ,Corrugated iron sheet, ,Cement screed, , ,Pipe borne water treated, ,Yes,No,, ,No, , ,No,No,, ,1,Yes,,, ,,,,Over 10 years,-1,,,,Pre-paid meter card seller, ,Monthly, ,Yes,60,Yes,No,,, ,Cash, ,Respondent has energy bill and shows it,100,100,100,Yes, ,,No,,20,,3,,20,,2,,,2,2,Candle, ,No back-up source, ,Call a local technician, ,No-one: we wait until power returns,,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,3,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,1,Candles, ,1,20,1,1,No,,,,,,,No,,, ,No,,, ,No,107,HH uses more charcoal than fuelwood or crop residues,1,No,No,Cannot afford the payment, ,No,Cannot afford the payment, ,No,Cannot afford the payment, ,1,No,, ,No,,, ,, ,, , ,, ,,,,19,10,2017,,,,,,,,,Complete,,,,,,,,,,,Covered pit latrine,,,Unpredictable interruptions,Unexpectedly high bills,Relative/friend/neighbor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5309901,Lusaka,504,mtendere,Urban,3099,Nyanja,523,519,1,21,9,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,1,Yes,,26,A house occupied by multiple households, ,3,No,Rented,3,"Blocks, plastered with cement", ,Asbestos, ,Cement screed, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,Yes, , ,Yes,,Yes, ,1,Yes,,, ,,,,Over 10 years,-1,,,,Zesco, ,Every two weeks, ,Yes,230,Yes,Yes,3,, ,Cash, ,Respondent has energy bill and shows it,200,219,200,Yes, ,,No,,24,,4,,24,,2,,,0,30,Candle, ,No back-up source, ,Call/SMS utility company, ,No-one: we wait until power returns,,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,5,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,1,Electric lighting/lamp, ,1,0,1,1,No,,,,,,,Yes,Same solid fuel stove used for cooking,, ,Yes,Same solid fuel stove used for cooking,, ,Yes,,,,,,, ,,, ,,, ,1,No,, ,Yes,12,Can do herself, ,Can do herself, ,Can do herself, , ,Limited time, ,No,,No account,21,9,2017,,,,,,,,,Complete,,,,,,,,,,,Uncovered pit latrine,,Group savings (rotational),High cost of electricity,,Commercial/government bank,,,,,Top up credit,Pay for Electricity,,,,,,,,,,,,,,,,,,,,Not a member,,,,
5309902,Lusaka,504,mutendere,Urban,3099,Nyanja,523,519,1,21,9,2017,,,,,,,Start,Yes,Yes,1,BCD,Manufacturing (food or other processing)?., ,10,No,370,250,200,4,4,No,A,Yes,Yes,No,, ,, ,,,,24,4,0,0, ,No,,Don't know,0, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,1,Yes,,16,A single house occupied by one household, ,,No,Rented,3,"Blocks, unplastered", ,Corrugated iron sheet, ,Cement screed, , ,Pipe borne water untreated, ,No,Yes,Commercial bank, ,No, , ,Yes,,Yes, ,1,Yes,,, ,,,,Over 10 years,-1,,,,Zesco, ,Every two weeks, ,Yes,230,Yes,Yes,2,, ,Cash, ,Respondent has energy bill and shows it,100,200,100,Yes, ,,Yes sometimes,,24,,4,,24,,1,,,9,0,Candle, ,No back-up source, ,Call/SMS utility company, ,No-one: we wait until power returns,,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,6,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,1,Electric lighting/lamp, ,1,0,1,1,No,,,,,,,Yes,Same solid fuel stove used for cooking,, ,Yes,Same solid fuel stove used for cooking,, ,Yes,,,,,,, ,,, ,,, ,1,No,, ,No,,Can do herself, ,Can do herself, ,Can do herself, , ,Lack of support from family, ,No,,No account,21,9,2017,,,,,,,,,Complete,National Grid connection,,,,,No backup sources,,,,,Flush to septic tank,,,Unexpectedly high bills,,Relative/friend/neighbor,,,,,Pay for Electricity,Savings,,,,,,,,,,,,,,,,,,,,Not a member,,,,
5311414,Lusaka,504,mtendere,Urban,3114,Nyanja,520,519,1,22,9,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,1,Yes,,40,A house occupied by multiple households, ,3,Yes,,3,"Blocks, plastered with cement", ,Asbestos, ,Cement screed, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,No, , ,No,No,, ,1,Yes,,, ,,,,Over 10 years,Don't know,,,,Zesco, ,Every two weeks, ,Yes,60,Yes,Yes,3,, ,Cash, ,Respondent has energy bill and shows it,350,119,350,Yes, ,,No,,24,,4,,8,,Don't know,,,Don't know,Don't know,Candle, ,No back-up source, ,Call/SMS utility company, ,The power company,24,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,3,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,1,Not applicable/No children going to school, ,1,0,1,1,Yes,Roughly rectangular,4,2,Flat,1.5 x my height,2,Yes,Same solid fuel stove used for cooking,, ,No,,, ,No,70,HH uses more charcoal than fuelwood or crop residues,1,Yes,Yes,, ,,, ,,, ,1,No,, ,No,,, ,, ,, , ,, ,,,,22,9,2017,,,,,,,,,Complete,,,,,,,,,,,Covered pit latrine,,,Low/high voltage problems or voltage fluctuations,,Commercial/government bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5311901,Lusaka,504,Mtendere,Urban,3119,Nyanja,521,519,1,22,9,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,2,Yes,,2,Group of enclosed dwellings: multiple households, ,2,No,Rented,2,"Blocks, plastered with cement", ,Corrugated iron sheet, ,Cement screed, , ,Pipe borne water treated, ,Yes,No,, ,No, , ,Yes,,No, ,2,Yes,,, ,,,,Dont know /not sure,-1,,,,Local Store, ,Monthly, ,Yes,80,Yes,No,,, ,Cash, ,Respondent has energy bill and shows it,50,141,50,Yes, ,,No,,24,,4,,24,,1,,,4,Don't know,Candle, ,No back-up source, ,Call a local technician, ,No-one: we wait until power returns,,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,2,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,2,"Other, specify",no school going children,2,0,2,2,No,,,,,,,Yes,Electric stove,, ,No,,, ,Yes,,,,,,, ,,, ,,, ,2,No,, ,No,,Can do herself, ,Can do herself, ,Can do herself, , ,Limited time, ,No,,No account,22,9,2017,,,,,,,,,Complete,,,,,,,,,,,Covered pit latrine,,,"Other, specify",,Cannot get a loan/credit,,,,,Savings,,,,,,,,,,,,,,,,,,,,,Not a member,,,,
5311902,Lusaka,504,mtendere,Urban,3119,Nyanja,522,519,1,6,12,2017,,,,,,,Start,Yes,Yes,2,M,Shops/trading, ,2,No,1500,1200,900,12,12,No,A,Yes,No,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,No,0,0,,0,,Don't know,none,Don't know,2,Yes,,22,A single house occupied by one household, ,,Yes,,3,"Blocks, plastered with cement", ,Asbestos, ,Cement screed, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,No, , ,Yes,,Yes, ,2,Yes,,, ,,,,Over 10 years,700,900,90,0,Pre-paid meter card seller, ,Every two weeks, ,Yes,60,Yes,No,,, ,Cash, ,Respondent has energy bill and shows it,200,250,200,Yes, ,,Yes all the time,,24,,4,,24,,0,,,,,Candle, ,No back-up source, ,Call/SMS utility company, ,No-one: we wait until power returns,,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,4,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,2,Electric lighting/lamp, ,2,0,2,2,No,,,,,,,Yes,Electric stove,, ,No,,, ,No,70,HH uses more charcoal than fuelwood or crop residues,2,Yes,Yes,, ,,, ,,, ,2,No,, ,Yes,8,Can do herself, ,Can do herself, ,Can do herself, , ,Limited education, ,No,,No account,9,12,2017,,,,,,,,,Complete,National Grid connection,,,,,,,,Other,,Covered pit latrine,,,High cost of electricity,,Commercial/government bank,,,,,Transfer credit to family/relatives,,,,,,,,,,,,,,,,,,,,,Religious related activities,,,,
5311903,Lusaka,504,mtendere,Urban,3119,Nyanja,523,519,1,22,9,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,1,Yes,,40,A house occupied by multiple households, ,7,Yes,,2,"Blocks, unplastered", ,Corrugated iron sheet, ,Cement screed, , ,Pipe borne water treated, ,Yes,No,, ,No, , ,No,Yes,No, ,1,Yes,,, ,,,,About 5 years to 10 years,769,200,90,1,Local Store, ,Monthly, ,Yes,230,Yes,Yes,6,, ,Cash, ,Respondent has energy bill and shows it,400,300,400,Yes, ,,Yes sometimes,,24,,4,,24,,1,,,3,40,Solar Lantern, ,No back-up source, ,Physical visit the service provider, ,No-one: we wait until power returns,,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,1,,,Solar Lantern,No, ,,2,,2,,2,No,, ,Yes, ,Somewhat satisfied,2017,No,National grid connection, ,Use about the same solar lighting, ,National grid connection,4,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,1,Studying and homework only during daylight hours, ,1,25,1,1,No,,,,,,,Yes,Same solid fuel stove used for cooking,, ,Yes,Same solid fuel stove used for cooking,, ,Yes,,,,,,, ,,, ,,, ,1,No,, ,Yes,7,, ,, ,, , ,, ,,,,22,9,2017,,,,,,,,,Complete,,,,,,,,,,,Uncovered pit latrine,,,"Other, specify",,Relative/friend/neighbor,,,,,Receive money from family/friends/other,Transfer credit to family/relatives,,,,,,,,,,Solar Lantern,,Refrigerator,,,No change,,,,,,,,,
5311906,Lusaka,504,mtendere,Urban,3119,Bemba,523,519,1,24,9,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,1,Yes,,15,A single house occupied by one household, ,,No,Rented,1,"Blocks, unplastered", ,Asbestos, ,Cement screed, , ,Pipe borne water treated, ,Yes,No,, ,Yes, , ,Yes,,Yes, ,1,Yes,,, ,,,,Over 10 years,-1,,,,Zesco, ,Monthly, ,Yes,230,Yes,No,,, ,Cash, ,Respondent has energy bill and shows it,200,382,200,No,HIJ,No,No,4,24,4,4,4,4,7,0,5,0,,,Candle, ,No back-up source, ,Call/SMS utility company, ,No-one: we wait until power returns,,Yes, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,1,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,1,Not applicable/No children going to school, ,1,18,1,1,No,,,,,,,Yes,Electric kettle/coil,, ,Yes,Same solid fuel stove used for cooking,, ,Yes,,,,,,, ,,, ,,, ,1,No,, ,No,,, ,, ,, , ,, ,,,,24,9,2017,,,,,,,,,Complete,,,,,,,,,,,Uncovered pit latrine,,Group savings (rotational),"Other, specify",,Relative/friend/neighbor,,,,,Savings,,,,,,,,,,,,,,,,,,,,,,,,,
5311909,Lusaka,504,mtendere,Urban,3119,Bemba,523,519,1,23,9,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,1,Yes,,5,A house occupied by multiple households, ,5,No,Rented,2,"Blocks, plastered with cement", ,Corrugated iron sheet, ,Cement screed, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,No, , ,No,Yes,Yes, ,1,Yes,,, ,,,,Less than 5 years,Don't know,,,,Landlord, ,Every two weeks, ,Yes,230,Yes,Yes,5,, ,Cash, ,Respondent has energy bill and shows it,200,188,200,No,JKL,No,Yes sometimes,2,24,2,4,0,1,3,0,10,0,,,Candle, ,No back-up source, ,Call a local technician, ,No-one: we wait until power returns,,Yes, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,2,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,1,Electric lighting/lamp, ,1,0,1,1,Yes,Roughly square,2,,Gable (triangular cross-section),2 x my height,1,Yes,Electric stove,, ,No,,, ,Yes,,,,,,, ,,, ,,, ,1,No,, ,Yes,8,Can do herself, ,Can do herself, ,Can do herself, , ,Limited time, ,No,,No account,23,9,2017,,,,,,,,,Complete,,,,,,,,,,,Covered pit latrine,,,"Other, specify",,Relative/friend/neighbor,,,,,Receive money from family/friends/other,Transfer credit to family/relatives,,,,,,,,,,,,,,,,,,,,Not a member,,,,
5311913,Lusaka,504,Lusaka,Urban,3119,Bemba,522,519,1,22,9,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,1,Yes,,3,A house occupied by multiple households, ,2,No,Rented,4,"Blocks, plastered with cement", ,Asbestos, ,Cement screed, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,No, , ,Yes,,Yes, ,1,Yes,,, ,,,,Dont know /not sure,-1,,,,Pre-paid meter card seller, ,Every two weeks, ,Yes,60,Yes,Yes,2,, ,Credits using mobile money, ,Respondent has energy bill and shows it,350,400,350,Yes, ,,Yes all the time,,24,,4,,24,,0,,,,,Solar Lantern, ,No back-up source, ,Call/SMS utility company, ,The power company,4,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,1,,,Solar Lantern,No, ,,10,,4,,10,No,, ,No, ,Very satisfied,2015,No,National grid connection, ,Use more solar lighting, ,National grid connection,5,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,1,, ,1,0,1,1,No,,,,,,,No,,, ,No,,, ,No,70,HH uses more charcoal than fuelwood or crop residues,1,Yes,Yes,, ,,, ,,, ,1,No,, ,Yes,8,, ,, ,, , ,, ,,,,22,9,2017,,,,,,,,,Complete,,,,,,,,,,,Covered pit latrine,,,Maintenance/service problems,,Commercial/government bank,,,,,Receive money from family/friends/other,,,,,,,,,,,Solar Lantern,,,,,Radio,Mobile phone charger,,,,,,,,
5314510,Lusaka,4,kalikiliki,Urban,3145,Nyanja,509,507,1,25,9,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,2,Yes,,4,Multi-storied building with one household, ,,No,Rented,2,"Blocks, unplastered", ,Corrugated iron sheet, ,Cement screed, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,No, , ,No,No,, ,2,Yes,,, ,,,,Less than 5 years,Don't know,,,,Zesco, ,Monthly, ,Yes,60,Yes,Yes,2,, ,Cash, ,Respondent has energy bill and shows it,300,300,300,No,M,Yes sometimes,Yes sometimes,Don't know,Don't know,4,Don't know,Don't know,Don't know,0,0,,,,,No back-up source, ,No back-up source, ,Call/SMS utility company, ,The power company,0,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,2,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,2,, ,2,12,2,2,No,,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, ,Yes,,,,,,, ,,, ,,, ,2,No,, ,Yes,11,Can do with others, ,Other Specify,can't go to  the market because is a man,Can do with others, , ,Limited time, ,No,,No account,25,9,2017,,,,,,,,,Complete,,,,,,,,,,,Covered pit latrine,,,"Other, specify",,Cannot get a loan/credit,,,,,,,,,,,,,,,,,,,,,,,,,,Not a member,,,,
5316403,Lusaka,504,mtendere,Urban,3164,Nyanja,522,519,1,14,11,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,2,Yes,,2,A house occupied by multiple households, ,2,No,Rented,3,"Blocks, plastered with cement", ,Corrugated iron sheet, ,Cement screed, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,No, , ,Yes,,Yes, ,2,Yes,,, ,,,,About 5 years to 10 years,Don't know,,,,Landlord, ,Monthly, ,Yes,60,Yes,Yes,2,, ,Cash, ,Respondent has energy bill and shows it,100,200,100,Yes, ,,No,,24,,4,,24,,0,,,,,Rechargeable battery and storage devices (e.g.: car battery), ,No back-up source, ,Physical visit the service provider, ,No-one: we wait until power returns,,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,Yes,AKL,A, ,No,,1,No,,National grid, ,Yes,3,2,3,2, ,No,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,2,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,2,, ,2,-8,2,2,No,,,,,,,No,,, ,No,,, ,No,70,HH uses more charcoal than fuelwood or crop residues,2,Yes,Yes,, ,,, ,,, ,2,No,, ,Yes,6,Can do with husband, ,Can do herself, ,Can do herself, , ,Limited education, ,No,,No account,15,11,2017,,,,,,,,,Complete,,,,,,,,,,,Covered pit latrine,,,Unpredictable interruptions,High cost of electricity,Commercial/government bank,,,,,Transfer credit to family/relatives,,,,,,,,,No problems,,,,,,,,,,,,Not a member,,,,
5317909,Lusaka,504,Lusaka,Urban,3179,Nyanja,522,519,1,26,9,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,2,Yes,,16,A house occupied by multiple households, ,3,No,Free,2,"Blocks, plastered with cement", ,Asbestos, ,Cement screed, , ,Pipe borne water treated, ,Yes,No,, ,No, , ,No,No,, ,2,Yes,,, ,,,,Dont know /not sure,Don't know,,,,Zesco, ,Every two weeks, ,Yes,60,Yes,Yes,3,, ,Vouchers/token/pre-paid card from local store, ,Respondent has energy bill and shows it,150,114,150,Yes, ,,Yes sometimes,,24,,4,,24,,0,,,,,Dry-cell (non-rechargeable) battery/ Torch/ Flashlight, ,No back-up source, ,"Other, specify",were wait until the power comes.,The power company,48,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,2,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,2,Electric lighting/lamp, ,2,75,2,2,No,,,,,,,Yes,Electric kettle/coil,, ,No,,, ,No,107,HH uses more charcoal than fuelwood or crop residues,2,Yes,Yes,, ,,, ,,, ,2,No,, ,Yes,6,Can do herself, ,Can do herself, ,Can do herself, , ,Limited time, ,No,,No account,26,9,2017,,,,,,,,,Complete,,,,,,,,,,,Uncovered pit latrine,,,High cost of electricity,,Cannot get a loan/credit,,,,,,,,,,,,,,,,,,,,,,,,,,Religious related activities,,,,
