OBJECTID,FeatureUID,Label1,Country,FeatureNam,FeatureTyp,DsgAttr01,DsgAttr02,DsgAttr03,DsgAttr04,DsgAttr05,DsgAttr06,DsgAttr08,DsgAttr09,LocOpStat,MemoOther,DsgAttr10,MemoLoc,Latitude,Longitude,LocConfid,LocSource1,InfSource1,OperateNam,OwnerName1,OwnerName2,OwnerName3,OwnerName4,ADM1,DsgAttr07,Comment
1179,MAR028,Mar-28,Morocco,Guemassa Metal Complex,Mineral Processing Plants,Metal,Nickel,Metal,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Guemassa,31.399371,-8.402654,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Compagnie de Tifnout Tighanimine (CTT),Managem Group [100%],<null>,<null>,<null>,Marrakech - Tensift - Al Haouz,250,
1180,MAR029,Mar-29,Morocco,Guemassa Polymetallic Plant,Mineral Processing Plants,Metal,Cobalt,Metal,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Marrakech,31.71027,-8.13499,A,SNL,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Compagnie de Tifnout Tighanimine (CTT),Managem Group [100%],<null>,<null>,<null>,Marrakech - Tensift - Al Haouz,2500,
1181,MAR030,Mar-30,Morocco,Imiter Mine,Mines and Quarries,Metal,Silver,Silver,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,"Imiter, 150 kilometers east of Ouarzazate",31.34556,-5.73194,A,SNL,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société Metallurgique d'Imiter (SMI),Managem Group [75.72%],General public [24.28%],<null>,<null>,Souss - Massa - Draâ,230.14,
1182,MAR031,<null>,Morocco,Jorf Lasfar Clinker Mill,Mineral Processing Plants,Industrial,Cement,Portland,N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,<null>,32.660542,-6.765617,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Ciments du Maroc S.A.,HeidelbergCement AG [58.3%],<null>,<null>,<null>,Tadla - Azilal,450,
1183,MAR031,Mar-31,Morocco,Khouribga Mine (Khouribga Mining Center),Mines and Quarries,Fertilizer,Phosphate,Phosphate rock,N,N,2018,Metric tons,c,Assumed Active,"Capacity is a combination of Beni Amir, Khouribga Mine, Merah El ahrach, Sidi Chennane, and Jorf Lasfar (Khouribga Mining Center).","MAR003, MAR041",Jorf Lasfar,32.660542,-6.765617,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Office Chérifien des Phosphates (OCP),Government [100%],<null>,<null>,<null>,Tadla - Azilal,22600000,
1184,MAR032,Mar-32,Morocco,Kettara Mine,Mines and Quarries,Industrial,Talc,Talc,N,N,2018,NA,<null>,Assumed Active,<null>,<null>,Ouarzazate,31.868207,-8.178102,E,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société Zenaga,<null>,<null>,<null>,<null>,Marrakech - Tensift - Al Haouz,-999,
1185,MAR033,Mar-33,Morocco,Kiln and Mill at Ait Baha,Mineral Processing Plants,Industrial,Cement,Portland,N,N,2018,Thousand metric tons,c,Assumed Active,Capacity is a combination of Kiln and mill at Ait Baha.,<null>,Ait Baha,30.220133,-9.152066,A,Google-Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Ciments du Maroc S.A.,HeidelbergCement AG [58.3%],<null>,<null>,<null>,Souss - Massa - Draâ,2200,
1186,MAR034,Mar-34,Morocco,Kiln and Mill at Marrakech,Mineral Processing Plants,Industrial,Cement,Portland,N,N,2018,Thousand metric tons,c,Assumed Active,Capacity is a combination of Kiln and mill at Marrakech.,<null>,Marrakech,31.583953,-8.502063,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Ciments du Maroc S.A.,HeidelbergCement AG [58.3%],<null>,<null>,<null>,Marrakech - Tensift - Al Haouz,1300,
1187,MAR035,Mar-35,Morocco,Kiln and Mill at Oujda,Mineral Processing Plants,Industrial,Cement,Portland,N,N,2018,Thousand metric tons,c,Assumed Active,Capacity is a combination of kiln and mill at Oujda.,<null>,Oujda,34.596153,-2.347781,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",LafargeHolcim Maroc S.A.,LafargeHolcim Group [50%],<null>,<null>,<null>,Oriental,1300,
1188,MAR036,Mar-36,Morocco,Kiln and Mill at Safi,Mineral Processing Plants,Industrial,Cement,Portland,N,N,2018,Thousand metric tons,c,Assumed Active,Capacity is a combination of Kiln and mill at Safi.,<null>,Safi,32.552265,-9.10497,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Ciments du Maroc S.A.,HeidelbergCement AG [58.3%],<null>,<null>,<null>,Doukkala - Abda,1000,
1189,MAR037,Mar-37,Morocco,Lac Zima,Mines and Quarries,Industrial,Salt,Marine,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Safi,32.075459,-8.654773,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société Chérifienne des Sels (SCS),Government [50%],Société Nouvelle des Salins du Sine Saloum (SNSSS) [50%],<null>,<null>,Doukkala - Abda,30000,
1190,MAR038,<null>,Morocco,Maroc Chimie I and Maroc Chimie II,Mineral Processing Plants,Fertilizer,Phosphate,"Phosphoric acid, P2O5",N,N,2018,Metric tons,c,Assumed Active,Capacity is a combination of Maroc Chimie I and Maroc Chimie II.,<null>,Safi,32.230476,-9.248771,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Office Chérifien des Phosphates (OCP),Government [100%],<null>,<null>,<null>,Doukkala - Abda,500000,
1191,MAR038,Mar-38,Morocco,Plant at Safi,Mineral Processing Plants,Industrial,Sulfur,Sulfuric acid,N,Y,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Safi,32.230476,-9.248771,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Maroc Phosphore II,Office Chérifien des Phosphates (OCP) [100%],<null>,<null>,<null>,Doukkala - Abda,1900000,
1192,MAR039,<null>,Morocco,Maroc Phosphore I and Maroc Phosphore II,Mineral Processing Plants,Fertilizer,Phosphate,"Phosphoric acid, P2O5",N,N,2018,Metric tons,c,Assumed Active,Capacity is a combination of Maroc Phosphore I and Maroc Phosphore II.,<null>,Safi,32.218611,-9.241944,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Office Chérifien des Phosphates (OCP),Government [100%],<null>,<null>,<null>,Doukkala - Abda,1150000,
1193,MAR039,<null>,Morocco,Plant at Safi,Mineral Processing Plants,Industrial,Sulfur,Sulfuric acid,N,Y,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Safi,32.218611,-9.241944,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Maroc Chemei,Office Chérifien des Phosphates (OCP) [100%],<null>,<null>,<null>,Doukkala - Abda,1600000,
1194,MAR039,Mar-39,Morocco,Plant at Safi,Mineral Processing Plants,Industrial,Sulfur,Sulfuric acid,N,Y,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Safi,32.218611,-9.241944,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Maroc Phosphore I,Office Chérifien des Phosphates (OCP) [100%],<null>,<null>,<null>,Doukkala - Abda,2500000,
1195,MAR040,<null>,Morocco,Maroc Phosphore III and Maroc Phosphore IV,Mineral Processing Plants,Fertilizer,Phosphate,"Phosphoric acid, P2O5",N,N,2018,Metric tons,c,Assumed Active,Capacity is a combination of Maroc Phosphore III and Maroc Phosphore IV.,<null>,Jorf Lasfar,33.1075,-8.599722,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Office Chérifien des Phosphates (OCP),Government [100%],<null>,<null>,<null>,Doukkala - Abda,1500000,
1196,MAR040,Mar-40,Morocco,Plant at Jorf Lasfar,Mineral Processing Plants,Industrial,Sulfur,Sulfuric acid,N,Y,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Jorf Lasfar,33.1075,-8.599722,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Office Chérifien des Phosphates (OCP),Government [100%],<null>,<null>,<null>,Doukkala - Abda,3200000,
1197,MAR040,<null>,Morocco,Plant at Jorf Lasfar,Mineral Processing Plants,Industrial,Sulfur,Sulfuric acid,N,Y,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Jorf Lasfar,33.1075,-8.599722,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Maroc Phosphore III-IV,Office Chérifien des Phosphates (OCP) [100%],<null>,<null>,<null>,Doukkala - Abda,5800000,
1198,MAR041,Mar-41,Morocco,Merah El Ahrach and Sidi Chennane (Khouribga Mining Center),Mines and Quarries,Fertilizer,Phosphate,Phosphate rock,N,N,2018,Metric tons,c,Assumed Active,"Capacity is a combination of Beni Amir, Khouribga Mine, Merah El ahrach, Sidi Chennane, and Jorf Lasfar (Khouribga Mining Center).","MAR003, MAR031","Jorf Lasfar, Khouribga Province, Chaouia Ouardigha Region",32.765818,-6.839442,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Office Chérifien des Phosphates (OCP),Government [100%],<null>,<null>,<null>,Chaouia - Ouardigha,22600000,
1199,MAR042,Mar-42,Morocco,Mine at Aguerd N'Tazoult,Mines and Quarries,Metal,Zinc,Concentrate,N,N,2018,NA,<null>,Assumed Active,<null>,<null>,Azilal,31.962112,-6.103051,A,Google Earth-171,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société des Mines de Tennous (SOMITE),<null>,<null>,<null>,<null>,Tadla - Azilal,-999,
1200,MAR043,Mar-43,Morocco,Mine at Ain Tekki,Mines and Quarries,Industrial,Salt,Rock,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Mohammedia,33.630034,-7.3295,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société de Sel de Mohammedia (SSM),Office National des Hydrocarbures et des Mines (ONHYM) [100%],<null>,<null>,<null>,Chaouia - Ouardigha,226500,
1201,MAR044,Mar-44,Morocco,Mine at Argana,Mines and Quarries,Industrial,Barite,Barite,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Argana,30.81506,-9.093424,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société Nord Africaine de Recherches et d'Exploitation des Mines d'Argana (SNAREMA),<null>,<null>,<null>,<null>,Souss - Massa - Draâ,30000,
1202,MAR045,Mar-45,Morocco,Mine at Azzouzet-Tidiennit,Mines and Quarries,Industrial,Barite,Chemical grade,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Azzouzet-Tidiennit,35.12403,-3.110454,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Compagnie Marocaine des Barytes S.A. (COMABAR),Norbar Minerals AS [55%],Office National des Hydrocarbures et des Mines (ONHYM) [45%],<null>,<null>,Oriental,5000,
1203,MAR046,Mar-46,Morocco,Mine at Bouhoua,Mines and Quarries,Metal,Iron ore,Ore,N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Nador,35.125438,-3.002008,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société d'Exploitation des Mines du Rif (SEFERIF),Office National des Hydrocarbures et des Mines (ONHYM) [100%],<null>,<null>,<null>,Oriental,120,
1204,MAR047,Mar-47,Morocco,Mine at Guemassa,Mines and Quarries,Metal,Arsenic,Arsenic trioxide,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Marrakech,31.364222,-8.056425,E,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Compagnie de Tifnout Tighanimine (CTT),Managem Group [55.2%],Société Metallurgique d'Imiter [20%],<null>,<null>,Marrakech - Tensift - Al Haouz,6100,
1205,MAR048,Mar-48,Morocco,Mine at Imini,Mines and Quarries,Metal,Manganese,Concentrate,N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Ouarzazate,30.869746,-6.885439,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société Anonyme Chérifienne d'Etudes Minières (SACEM),Bureau de Recherches de Participations Minières (BRPM) [43%],Compagnie Minière de l'Ogooué SA (COMILOG) [30%],<null>,<null>,Souss - Massa - Draâ,14,
1206,MAR049,Mar-49,Morocco,Mine at Jbel Abdellah,Mines and Quarries,Industrial,Barite,Barite,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Jbel Abdellah,31.343892,-5.089998,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société Nouvelle Union des Metaux Maroc (SNUMM),<null>,<null>,<null>,<null>,Meknès - Tafilalet,12000,
1207,MAR050,Mar-50,Morocco,Mine at Khenifra,Mines and Quarries,Industrial,Talc,Pyrophyllite,N,N,2018,NA,<null>,Assumed Active,<null>,<null>,Khenifra,32.906558,-5.659401,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société Industrie Minière Marocaine (IMM),<null>,<null>,<null>,<null>,Meknès - Tafilalet,-999,
1208,MAR051,Mar-51,Morocco,Mine at Lalla Mimouna,Mines and Quarries,Metal,Zinc,Concentrate,N,N,2018,NA,<null>,Assumed Active,<null>,<null>,Taza,34.817024,-5.966809,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société Mineral et Substances,<null>,<null>,<null>,<null>,Gharb - Chrarda - Béni Hssen,-999,
1209,MAR052,Mar-52,Morocco,Mine at Seksaoua,Mines and Quarries,Industrial,Barite,Barite,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Marrakech,33.488929,-7.523204,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société Nord Africaine de Recherches et d'Exploitation des Mines d'Argana (SNAREMA),<null>,<null>,<null>,<null>,Grand Casablanca,120000,
1210,MAR053,Mar-53,Morocco,Mine at Taourirt Province,Mines and Quarries,Industrial,Fluorspar,Concentrate,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Taourirt Province,34.366231,-2.894316,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",GFL GM Fluorspar S.A.,Gujarat Fluorochemicals Ltd. [100%],<null>,<null>,<null>,Oriental,40000,
1211,MAR054,<null>,Morocco,Mine at Tighza,Mines and Quarries,Metal,Lead,Lead,Y,Y,2018,Metric tons,<null>,Assumed Active,<null>,<null>,"Tighza, Meknes Province",33.181401,-5.63177,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Comanie Mienere de Touissit (CMT),<null>,<null>,<null>,<null>,Meknès - Tafilalet,15000,
1212,MAR054,<null>,Morocco,Mine at Tighza,Mines and Quarries,Metal,Silver,Silver,Y,Y,2018,Metric tons,<null>,Assumed Active,<null>,<null>,"Tighza, Meknes Province",33.181401,-5.63177,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Morocco Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Comanie Mienere de Touissit (CMT),<null>,<null>,<null>,<null>,Meknès - Tafilalet,15,
